month,bidding_no,vehicle_class,quota,bids_success,bids_received,premium,cpi_all_items,sora
2017-06-01,1,Category B,1325,1324,1582,50110,98.81,0.8239
2017-06-01,1,Category C,1091,1087,2309,38501,98.81,0.8239
2017-06-01,1,Category D,476,455,743,6101,98.81,0.8239
2017-06-01,1,Category E,528,528,878,50526,98.81,0.8239
2017-06-01,2,Category A,1906,1898,2302,42801,98.81,0.8239
2017-06-01,2,Category B,1321,1320,1651,47501,98.81,0.8239
2017-06-01,2,Category C,1086,1085,2125,36879,98.81,0.8239
2017-06-01,2,Category D,459,360,931,6001,98.81,0.8239
2017-06-01,2,Category E,553,519,925,48001,98.81,0.8239
2017-07-01,1,Category A,1904,1902,2296,42801,99.055,0.986
2017-07-01,1,Category B,1322,1321,1910,49802,99.055,0.986
2017-07-01,1,Category C,1088,1078,2189,40212,99.055,0.986
2017-07-01,1,Category D,474,377,819,6001,99.055,0.986
2017-07-01,1,Category E,528,521,872,49899,99.055,0.986
2017-07-01,2,Category A,1907,1905,2389,44002,99.055,0.986
2017-07-01,2,Category B,1322,1314,1784,50001,99.055,0.986
2017-07-01,2,Category C,1085,1084,1943,42809,99.055,0.986
2017-07-01,2,Category D,552,424,1044,5851,99.055,0.986
2017-07-01,2,Category E,562,516,941,50101,99.055,0.986
2017-08-01,1,Category A,1817,1812,2403,46778,98.91,0.5189
2017-08-01,1,Category B,1286,1281,1978,53711,98.91,0.5189
2017-08-01,1,Category C,454,445,742,42801,98.91,0.5189
2017-08-01,1,Category D,574,508,879,5701,98.91,0.5189
2017-08-01,1,Category E,547,545,822,52751,98.91,0.5189
2017-08-01,2,Category A,1817,1817,2148,42900,98.91,0.5189
2017-08-01,2,Category B,1293,1290,1683,51000,98.91,0.5189
2017-08-01,2,Category C,445,436,836,42004,98.91,0.5189
2017-08-01,2,Category D,605,588,1069,3512,98.91,0.5189
2017-08-01,2,Category E,586,562,781,50000,98.91,0.5189
2017-09-01,1,Category A,1820,1806,2195,36001,98.89,0.5979
2017-09-01,1,Category B,1290,1290,1704,49000,98.89,0.5979
2017-09-01,1,Category C,453,406,695,43002,98.89,0.5979
2017-09-01,1,Category D,543,535,871,5402,98.89,0.5979
2017-09-01,1,Category E,543,543,805,48005,98.89,0.5979
2017-09-01,2,Category A,1815,1815,3469,42902,98.89,0.5979
2017-09-01,2,Category B,1288,1288,1859,49189,98.89,0.5979
2017-09-01,2,Category C,453,453,706,46890,98.89,0.5979
2017-09-01,2,Category D,494,493,727,5501,98.89,0.5979
2017-09-01,2,Category E,565,563,905,49012,98.89,0.5979
2017-10-01,1,Category A,1829,1827,2808,41761,99.079,1.0968
2017-10-01,1,Category B,1285,1284,1646,48109,99.079,1.0968
2017-10-01,1,Category C,492,492,723,48902,99.079,1.0968
2017-10-01,1,Category D,485,484,721,5010,99.079,1.0968
2017-10-01,1,Category E,540,528,869,49000,99.079,1.0968
2017-10-01,2,Category A,1815,1809,2391,41617,99.079,1.0968
2017-10-01,2,Category B,1285,1277,1718,49996,99.079,1.0968
2017-10-01,2,Category C,445,443,611,51890,99.079,1.0968
2017-10-01,2,Category D,478,449,687,4903,99.079,1.0968
2017-10-01,2,Category E,542,539,809,52000,99.079,1.0968
2017-11-01,1,Category A,1683,1683,3430,47112,99.175,1.2592
2017-11-01,1,Category B,1376,1375,2515,57414,99.175,1.2592
2017-11-01,1,Category C,242,200,375,58036,99.175,1.2592
2017-11-01,1,Category D,509,502,683,5502,99.175,1.2592
2017-11-01,1,Category E,524,495,867,57000,99.175,1.2592
2017-11-01,2,Category A,1686,1679,2721,46791,99.175,1.2592
2017-11-01,2,Category B,1383,1383,2173,57390,99.175,1.2592
2017-11-01,2,Category C,244,241,356,57701,99.175,1.2592
2017-11-01,2,Category D,538,533,708,5992,99.175,1.2592
2017-11-01,2,Category E,516,498,844,57501,99.175,1.2592
2017-12-01,1,Category A,1680,1667,2158,42339,99.078,0.8605
2017-12-01,1,Category B,1375,1375,1805,53711,99.078,0.8605
2017-12-01,1,Category C,285,279,454,42000,99.078,0.8605
2017-12-01,1,Category D,516,500,791,6552,99.078,0.8605
2017-12-01,1,Category E,542,537,831,54334,99.078,0.8605
2017-12-01,2,Category A,1687,1654,1970,38200,99.078,0.8605
2017-12-01,2,Category B,1374,1367,1634,47002,99.078,0.8605
2017-12-01,2,Category C,246,232,482,45112,99.078,0.8605
2017-12-01,2,Category D,514,458,743,7501,99.078,0.8605
2017-12-01,2,Category E,531,529,1003,48011,99.078,0.8605
2018-01-01,1,Category A,1693,1693,2264,41400,99.412,0.8294
2018-01-01,1,Category B,1374,1368,1811,45289,99.412,0.8294
2018-01-01,1,Category C,249,247,458,40101,99.412,0.8294
2018-01-01,1,Category D,525,413,919,7701,99.412,0.8294
2018-01-01,1,Category E,518,518,923,47390,99.412,0.8294
2018-01-01,2,Category A,1713,1708,1938,36890,99.412,0.8294
2018-01-01,2,Category B,1381,1380,1654,42661,99.412,0.8294
2018-01-01,2,Category C,257,247,399,39000,99.412,0.8294
2018-01-01,2,Category D,565,500,786,8001,99.412,0.8294
2018-01-01,2,Category E,515,495,817,44000,99.412,0.8294
2018-02-01,1,Category A,1557,1534,2389,40000,99.197,0.5943
2018-02-01,1,Category B,1396,1396,1831,42322,99.197,0.5943
2018-02-01,1,Category C,249,249,486,38303,99.197,0.5943
2018-02-01,1,Category D,624,608,933,8451,99.197,0.5943
2018-02-01,1,Category E,566,562,790,39903,99.197,0.5943
2018-02-01,2,Category A,1562,1561,2073,36810,99.197,0.5943
2018-02-01,2,Category B,1391,1379,1744,39000,99.197,0.5943
2018-02-01,2,Category C,257,256,489,36859,99.197,0.5943
2018-02-01,2,Category D,577,568,1073,7667,99.197,0.5943
2018-02-01,2,Category E,586,581,1216,38801,99.197,0.5943
2018-03-01,1,Category A,1580,1572,2405,38830,99.134,0.7834
2018-03-01,1,Category B,1390,1390,1731,39001,99.134,0.7834
2018-03-01,1,Category C,247,202,446,36003,99.134,0.7834
2018-03-01,1,Category D,528,525,885,8009,99.134,0.7834
2018-03-01,1,Category E,571,525,967,39000,99.134,0.7834
2018-03-01,2,Category A,1559,1551,2117,38000,99.134,0.7834
2018-03-01,2,Category B,1402,1374,1639,37010,99.134,0.7834
2018-03-01,2,Category C,247,234,378,35001,99.134,0.7834
2018-03-01,2,Category D,522,517,803,7602,99.134,0.7834
2018-03-01,2,Category E,571,564,977,38000,99.134,0.7834
2018-04-01,1,Category A,1566,1564,1888,37000,99.382,1.4725
2018-04-01,1,Category B,1389,1388,1689,37605,99.382,1.4725
2018-04-01,1,Category C,292,290,500,34001,99.382,1.4725
2018-04-01,1,Category D,516,483,953,7114,99.382,1.4725
2018-04-01,1,Category E,612,604,967,38039,99.382,1.4725
2018-04-01,2,Category A,1566,1566,2027,38510,99.382,1.4725
2018-04-01,2,Category B,1417,1414,1919,37330,99.382,1.4725
2018-04-01,2,Category C,260,181,461,34202,99.382,1.4725
2018-04-01,2,Category D,518,515,727,7115,99.382,1.4725
2018-04-01,2,Category E,573,571,1027,38389,99.382,1.4725
2018-05-01,1,Category A,1435,1428,1836,38941,99.284,1.1205
2018-05-01,1,Category B,1280,1267,2155,38501,99.284,1.1205
2018-05-01,1,Category C,308,188,611,33190,99.284,1.1205
2018-05-01,1,Category D,560,515,1171,7204,99.284,1.1205
2018-05-01,1,Category E,565,562,1008,38600,99.284,1.1205
2018-05-01,2,Category A,1434,1422,1805,38001,99.284,1.1205
2018-05-01,2,Category B,1283,1247,1915,37989,99.284,1.1205
2018-05-01,2,Category C,385,382,786,29901,99.284,1.1205
2018-05-01,2,Category D,529,529,898,7115,99.284,1.1205
2018-05-01,2,Category E,558,533,836,38700,99.284,1.1205
2018-06-01,1,Category A,1441,1440,1696,36426,99.34,1.3426
2018-06-01,1,Category B,1293,1285,1727,36000,99.34,1.3426
2018-06-01,1,Category C,425,417,685,29902,99.34,1.3426
2018-06-01,1,Category D,572,487,828,7001,99.34,1.3426
2018-06-01,1,Category E,559,525,927,37000,99.34,1.3426
2018-06-01,2,Category A,1446,1437,1818,34110,99.34,1.3426
2018-06-01,2,Category B,1316,1311,1729,33900,99.34,1.3426
2018-06-01,2,Category C,308,293,548,32001,99.34,1.3426
2018-06-01,2,Category D,527,517,771,6889,99.34,1.3426
2018-06-01,2,Category E,581,580,868,34400,99.34,1.3426
2018-07-01,1,Category A,1435,1427,1626,25000,99.653,1.7311
2018-07-01,1,Category B,1288,1288,1637,31000,99.653,1.7311
2018-07-01,1,Category C,313,272,535,31092,99.653,1.7311
2018-07-01,1,Category D,612,587,807,6514,99.653,1.7311
2018-07-01,1,Category E,591,582,975,31001,99.653,1.7311
2018-07-01,2,Category A,1443,1412,3100,32699,99.653,1.7311
2018-07-01,2,Category B,1285,1278,1919,32551,99.653,1.7311
2018-07-01,2,Category C,320,249,538,30889,99.653,1.7311
2018-07-01,2,Category D,537,533,772,6189,99.653,1.7311
2018-07-01,2,Category E,558,558,1082,32809,99.653,1.7311
2018-08-01,1,Category A,1672,1672,3633,33798,99.613,1.0628
2018-08-01,1,Category B,1265,1256,2132,34381,99.613,1.0628
2018-08-01,1,Category C,379,330,549,30389,99.613,1.0628
2018-08-01,1,Category D,845,791,1208,5514,99.613,1.0628
2018-08-01,1,Category E,536,524,896,33420,99.613,1.0628
2018-08-01,2,Category A,1695,1695,2948,31997,99.613,1.0628
2018-08-01,2,Category B,1272,1259,2031,32429,99.613,1.0628
2018-08-01,2,Category C,409,204,635,29902,99.613,1.0628
2018-08-01,2,Category D,824,823,1176,4889,99.613,1.0628
2018-08-01,2,Category E,527,525,927,32311,99.613,1.0628
2018-09-01,1,Category A,1664,1661,2488,30209,99.588,1.1084
2018-09-01,1,Category B,1274,1268,1959,32001,99.588,1.1084
2018-09-01,1,Category C,386,381,612,27001,99.588,1.1084
2018-09-01,1,Category D,874,867,1213,4390,99.588,1.1084
2018-09-01,1,Category E,540,506,1006,31801,99.588,1.1084
2018-09-01,2,Category A,1664,1655,2059,28000,99.588,1.1084
2018-09-01,2,Category B,1278,1269,1859,31307,99.588,1.1084
2018-09-01,2,Category C,542,529,921,27104,99.588,1.1084
2018-09-01,2,Category D,821,821,1098,4214,99.588,1.1084
2018-09-01,2,Category E,530,519,928,32000,99.588,1.1084
2018-10-01,1,Category A,1668,1665,2059,28457,99.741,1.4498
2018-10-01,1,Category B,1271,1241,1886,31301,99.741,1.4498
2018-10-01,1,Category C,342,340,522,28501,99.741,1.4498
2018-10-01,1,Category D,827,809,1140,4109,99.741,1.4498
2018-10-01,1,Category E,561,543,1066,32552,99.741,1.4498
2018-10-01,2,Category A,1674,1672,1811,25556,99.741,1.4498
2018-10-01,2,Category B,1273,1267,1856,31302,99.741,1.4498
2018-10-01,2,Category C,350,349,470,29501,99.741,1.4498
2018-10-01,2,Category D,819,819,1201,3951,99.741,1.4498
2018-10-01,2,Category E,539,527,779,32900,99.741,1.4498
2018-11-01,1,Category A,1819,1757,2849,28199,99.445,1.9655
2018-11-01,1,Category B,1265,1262,2142,32302,99.445,1.9655
2018-11-01,1,Category C,332,332,460,29501,99.445,1.9655
2018-11-01,1,Category D,1121,1104,1543,2509,99.445,1.9655
2018-11-01,1,Category E,557,544,862,32000,99.445,1.9655
2018-11-01,2,Category A,1818,1744,2231,25000,99.445,1.9655
2018-11-01,2,Category B,1241,1234,1786,31101,99.445,1.9655
2018-11-01,2,Category C,331,327,580,27509,99.445,1.9655
2018-11-01,2,Category D,1103,1093,1423,2989,99.445,1.9655
2018-11-01,2,Category E,552,546,930,30959,99.445,1.9655
2018-12-01,1,Category A,1878,1878,2177,23568,99.521,1.7645
2018-12-01,1,Category B,1239,1230,1780,31001,99.521,1.7645
2018-12-01,1,Category C,329,328,489,27009,99.521,1.7645
2018-12-01,1,Category D,1121,1113,1483,3399,99.521,1.7645
2018-12-01,1,Category E,552,546,1021,30851,99.521,1.7645
2018-12-01,2,Category A,1890,1887,2729,25501,99.521,1.7645
2018-12-01,2,Category B,1243,1235,1804,31001,99.521,1.7645
